统一社会信用代码,公司名称,企业标准名,申请号,专利名称,申请年份,IPC主分类号,申请人,主导申请人名称,当前权利人,匹配方式,匹配置信度,是否人工复核,人工复核原因,主匹配企业,主匹配企业信用代码,专利类型,申请人城市,IPC分类号,是否产学研联合申请,合作关系五分类,多申请人标记,专利表统一社会信用代码
91440101MA9W1BQA5Y,广东汇天航空航天科技有限公司,广东汇天航空航天科技有限公司,CN202411448464.9,飞行汽车补电方法、飞行汽车和存储介质,2024,B60L53/00,广东汇天航空航天科技有限公司,广东汇天航空航天科技有限公司,广东汇天航空航天科技有限公司,信用代码直连,1.0,否,,广东汇天航空航天科技有限公司,91440101MA9W1BQA5Y,发明申请,广州,B60L53/00; B60L53/66; B60F5/02; B60P3/11; B64C39/00,0,无跨主体合作,否,91440101MA9W1BQA5Y
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,CN202310696364.7,一种挂载机构及飞行运输器,2023,B64D1/08,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,信用代码直连,1.0,否,,丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,发明申请,深圳,B64D1/08; B64D9/00; B64U101/60,0,无跨主体合作,否,91440300MA5FA4QL2L
91440106593721849Y,广州极飞科技股份有限公司,广州极飞科技股份有限公司,CN202411374312.9,播撒装置及无人机,2024,B64D1/16,广州极飞科技股份有限公司,广州极飞科技股份有限公司,广州极飞科技股份有限公司,信用代码直连,1.0,否,,广州极飞科技股份有限公司,91440106593721849Y,发明申请,广州,B64D1/16; B65G65/46; B65G33/26,0,无跨主体合作,否,91440106593721849Y
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202310462208.4,飞行器的夜航控制方法、装置及控制装置、飞行器,2018,B64D47/02,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64D47/02; B64D47/06; B64U20/80; H04N23/66; H04N23/70; H04N23/56; B64U101/30,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202080103877.7,具有用户交互部件和可折叠结构的无人飞行器,2020,B64U20/50,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64U20/50; B64U10/14,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201580065834.3,无人机飞行体验方法、装置、系统以及无人机,2015,H04N13/00,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,H04N13/00; H04N5/232; H04N5/225; G06F3/0346; G06F3/01; G02B27/01; B64D47/08,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810845563.9,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810843572.4,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810845580.2,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810845559.2,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810845560.5,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810845561.X,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810843574.3,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201810846879.X,多旋翼无人飞行器,2013,B64C27/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/08; B64D47/00,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201710750421.X,无人机、其控制系统及方法，以及无人机降落控制方法,2015,B64C35/00,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C35/00; B64C25/58; B64C25/60; B64C25/62; B64D43/00; B64D47/02; B64D47/08; B60F5/02,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN201580080636.4,具有气压传感器的UAV和在UAV内隔离安置气压传感器的方法,2015,B64C27/00,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C27/00,0,无跨主体合作,否,914403007954257495
914403000589938852,深圳市大疆灵眸科技有限公司,深圳市大疆灵眸科技有限公司,CN202210128229.8,用于使有效载荷稳定的载体和系统,2015,B64D47/08,深圳市大疆灵眸科技有限公司,深圳市大疆灵眸科技有限公司,深圳市大疆灵眸科技有限公司,信用代码直连,1.0,否,,深圳市大疆灵眸科技有限公司,914403000589938852,发明申请,深圳,B64D47/08,0,无跨主体合作,否,914403000589938852
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202210056110.4,UAV系统的部件和用户管理,2016,G08G5/00,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,G08G5/00; G07C5/00; B64C39/02; G06F21/32; G06F21/60; G06Q10/00; G06Q50/30,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202210028377.2,用于无人飞行器运输和数据采集的系统和方法,2016,B60P3/11,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B60P3/11; B60R11/04; B64C27/08; B64D47/08; B60L53/00; H04N5/225,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202210358410.8,电子调速器及无人机,2017,H01G2/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,H01G2/08; B64D47/00; H05K1/18; H05K7/14,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202210365471.7,雷达组件及无人机,2017,G01S13/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,G01S13/08; G01S13/933; G01S7/02; B64D47/00; B64C39/02; G01S13/93,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202210488234.X,云台、机架以及无人机,2018,B64C39/02,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B64C39/02; B64D47/08; F16M11/12; F16M11/18; G03B15/00; G03B17/56,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202111205108.0,一种电磁流量计、喷洒系统及无人机,2019,B05B12/08,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,B05B12/08; B05B9/04; B64D1/18,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202111251126.2,一种视频处理方法、设备、无人机及系统,2017,H04N5/232,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,H04N5/232; H04N5/225; G01C11/02,0,无跨主体合作,否,914403007954257495
914403007954257495,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,CN202111137943.5,控制方法、设备、测绘无人机和喷洒无人机,2018,G05D1/10,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,深圳市大疆创新科技有限公司,信用代码直连,1.0,否,,深圳市大疆创新科技有限公司,914403007954257495,发明申请,深圳,G05D1/10; G05D1/08; A01M7/00,0,无跨主体合作,否,914403007954257495
91440101MA59P95W94,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,CN202411762711.2,一种用于无人机机巢固定复位装置的推动件及无人机机巢,2024,B64U80/70,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,信用代码直连,1.0,否,,广州中科云图智能科技有限公司,91440101MA59P95W94,发明申请,广州,B64U80/70; B64U70/99,0,无跨主体合作,否,91440101MA59P95W94
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411380512.5,一种面向电力设施灾后的集装箱装载方法、装置、电子设备及存储介质,2024,G06Q10/0631,广东电网有限责任公司,广东电网有限责任公司,广东电网有限责任公司,信用代码直连,1.0,否,,广东电网有限责任公司,91440000730486030B,发明申请,广州,G06Q10/0631; G06Q10/083; G06Q50/26,0,无跨主体合作,否,91440000730486030B
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,CN202410893036.0,基于改进双层强化学习的无人机巡检调度方法及相关设备,2024,G06Q10/0631,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,信用代码直连,1.0,否,,佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,发明申请,佛山,G06Q10/0631; G01C21/20; G06Q10/047; G06Q50/26; G06N3/045; G06N3/0475; G06N3/092,0,无跨主体合作,否,91440605MA52DEJ91R
91440300MA5FA4QL2L,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,CN201910476579.1,无人机自动装卸货设备,2019,B64U70/90,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,丰翼科技(深圳)有限公司,信用代码直连,1.0,否,,丰翼科技(深圳)有限公司,91440300MA5FA4QL2L,发明申请,深圳,B64U70/90; B64F1/32,0,无跨主体合作,否,91440300MA5FA4QL2L
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,CN202411594933.8,一种面向物流多点运输的无人机运输路线分配方法,2024,G06Q10/0835,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,信用代码直连,1.0,否,,深城交科技集团股份有限公司,91440300671877217N,发明申请,深圳,G06Q10/0835,0,无跨主体合作,否,91440300671877217N
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,CN202411594926.8,一种无人机物流运输能力分析方法,2024,G06F18/21,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,信用代码直连,1.0,否,,深城交科技集团股份有限公司,91440300671877217N,发明申请,深圳,G06F18/21; G06F18/214; G06Q10/083,0,无跨主体合作,否,91440300671877217N
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,CN202411594932.3,多无人机物流运输碰撞预测及预警方法,2024,G06Q10/0635,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,信用代码直连,1.0,否,,深城交科技集团股份有限公司,91440300671877217N,发明申请,深圳,G06Q10/0635; G06F18/2415; G06F18/214; G06Q10/083,0,无跨主体合作,否,91440300671877217N
91440106304742759X,广州亿航智能技术有限公司,广州亿航智能技术有限公司,CN201810408432.4,航拍无人机选取方法及系统,2018,G06Q10/0631,广州亿航智能技术有限公司,广州亿航智能技术有限公司,广州亿航智能技术有限公司,信用代码直连,1.0,否,,广州亿航智能技术有限公司,91440106304742759X,发明申请,广州,G06Q10/0631,0,无跨主体合作,否,91440106304742759X
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,CN202411708629.1,一种无人机飞行安全预警方法,2024,G08G5/80,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,信用代码直连,1.0,否,,深城交科技集团股份有限公司,91440300671877217N,发明申请,深圳,G08G5/80; G08G5/76; G08G5/70,0,无跨主体合作,否,91440300671877217N
91440300319512147W,深圳市喜悦智慧数据有限公司,深圳市喜悦智慧数据有限公司,CN202411618567.5,一种低空飞行的高精度电子围栏管控方法及系统,2024,G08G5/57,深圳市喜悦智慧数据有限公司,深圳市喜悦智慧数据有限公司,深圳市喜悦智慧数据有限公司,信用代码直连,1.0,否,,深圳市喜悦智慧数据有限公司,91440300319512147W,发明申请,深圳,G08G5/57; G08G5/59; G08G5/70,0,无跨主体合作,否,91440300319512147W
914419007385933083,广东电网有限责任公司东莞供电局,广东电网有限责任公司东莞供电局,CN202211261468.7,一种变电站巡检无人机中继充电平台,2022,B64U80/25,广东电网有限责任公司东莞供电局,广东电网有限责任公司东莞供电局,广东电网有限责任公司东莞供电局,信用代码直连,1.0,否,,广东电网有限责任公司东莞供电局,914419007385933083,发明申请,东莞,B64U80/25; B64U70/95; B64U70/99; B60L53/30; B60L53/57; B60L53/68; G08C17/02; B64U101/26,0,无跨主体合作,否,914419007385933083
91440605MA52DEJ91R,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,CN202410893037.5,一种基于蚁群算法的无人机巡检调度方法及相关设备,2024,G06Q10/0631,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,佛山市南海区大数据投资建设有限公司,信用代码直连,1.0,否,,佛山市南海区大数据投资建设有限公司,91440605MA52DEJ91R,发明申请,佛山,G06Q10/0631; G01C21/20; G06Q10/047; G06Q50/26; G06N3/006; G06N3/092,0,无跨主体合作,否,91440605MA52DEJ91R
91440101MA59P95W94,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,CN202411584102.2,一种基于风冷循环风道散热的无人机机巢,2024,B64U80/70,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,广州中科云图智能科技有限公司,信用代码直连,1.0,否,,广州中科云图智能科技有限公司,91440101MA59P95W94,发明申请,广州,B64U80/70; B64U80/25; H05K7/20,0,无跨主体合作,否,91440101MA59P95W94
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411626125.5,一种电网应急巡视方法、装置、设备及存储介质,2024,G06Q10/047,广东电网有限责任公司; 广东电网有限责任公司东莞供电局,广东电网有限责任公司,广东电网有限责任公司; 广东电网有限责任公司东莞供电局,名称精确匹配,0.95,是,多申请人；名称匹配建议复核；主导申请人与当前权利人不一致,广东电网有限责任公司,91440000730486030B,发明申请,广州,G06Q10/047; G06Q50/06,0,无跨主体合作,是,91440000730486030B; 914419007385933083
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411531546.X,电力巡检的巡检路径确定方法、装置及电子设备,2024,G06Q10/20,广东电网有限责任公司; 广东电网有限责任公司佛山供电局,广东电网有限责任公司,广东电网有限责任公司; 广东电网有限责任公司佛山供电局,名称精确匹配,0.95,是,多申请人；名称匹配建议复核；主导申请人与当前权利人不一致,广东电网有限责任公司,91440000730486030B,发明申请,广州,G06Q10/20; G06Q50/06; G06N20/00,0,无跨主体合作,是,91440000730486030B; 9144060073757157XN
91440300279392266B,深圳市科卫泰实业发展有限公司,深圳市科卫泰实业发展有限公司,CN202411860627.4,一种大载重无人机作业车,2024,B60P3/11,深圳市科卫泰实业发展有限公司,深圳市科卫泰实业发展有限公司,深圳市科卫泰实业发展有限公司,信用代码直连,1.0,否,,深圳市科卫泰实业发展有限公司,91440300279392266B,发明申请,深圳,B60P3/11; B64U80/86; B64U80/25; B62D33/04; B60J5/04; B60R11/02; B60R3/00; B60Q1/26; H04N7/18,0,无跨主体合作,否,91440300279392266B
91440300671877217N,深城交科技集团股份有限公司,深城交科技集团股份有限公司,CN202411716548.6,一种事件驱动的低空运输系统快速仿真方法,2024,G06F30/20,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,深圳市城市交通规划设计研究中心股份有限公司,信用代码直连,1.0,否,,深城交科技集团股份有限公司,91440300671877217N,发明申请,深圳,G06F30/20; G06Q10/047; G06Q10/067; G06F111/08,0,无跨主体合作,否,91440300671877217N
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411775799.1,一种无人机机库选址方法、装置及存储介质,2024,G06Q10/0637,广东电网有限责任公司,广东电网有限责任公司,广东电网有限责任公司,信用代码直连,1.0,否,,广东电网有限责任公司,91440000730486030B,发明申请,广州,G06Q10/0637; G06F16/29,0,无跨主体合作,否,91440000730486030B
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411675314.1,无人机的全生命周期管理方法、系统和装置,2024,G06Q10/0631,广东电网有限责任公司; 广东电网有限责任公司珠海供电局,广东电网有限责任公司,广东电网有限责任公司; 广东电网有限责任公司珠海供电局,名称精确匹配,0.95,是,多申请人；名称匹配建议复核；主导申请人与当前权利人不一致,广东电网有限责任公司,91440000730486030B,发明申请,广州,G06Q10/0631; G06Q10/0639; G06Q10/20,0,无跨主体合作,是,91440000730486030B; 91440400736180497L
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411766795.7,一种目标区域定位方法、装置、设备、介质及程序产品,2024,G01C21/00,广东电网有限责任公司; 广东电网有限责任公司惠州供电局,广东电网有限责任公司,广东电网有限责任公司; 广东电网有限责任公司惠州供电局,名称精确匹配,0.95,是,多申请人；名称匹配建议复核；主导申请人与当前权利人不一致,广东电网有限责任公司,91440000730486030B,发明申请,广州,G01C21/00; G01C11/00,0,无跨主体合作,是,91440000730486030B; 91441300617890883M
914403003116581250,深圳联合飞机科技有限公司,深圳联合飞机科技有限公司,CN202411746362.5,一种无人机航线的冲突检测方法、装置以及电子设备,2024,G08G5/30,深圳联合飞机科技有限公司,深圳联合飞机科技有限公司,深圳联合飞机科技有限公司,信用代码直连,1.0,否,,深圳联合飞机科技有限公司,914403003116581250,发明申请,深圳,G08G5/30; G08G5/56; G08G5/57; G08G5/80; G08G5/50,0,无跨主体合作,否,914403003116581250
91440300192317458F,比亚迪股份有限公司,比亚迪股份有限公司,CN202410836870.6,无人机巢的安装组件、无人机巢和车辆,2024,B64U80/86,比亚迪股份有限公司,比亚迪股份有限公司,比亚迪股份有限公司,信用代码直连,1.0,否,,比亚迪股份有限公司,91440300192317458F,发明申请,深圳,B64U80/86; B60P3/11,0,无跨主体合作,否,91440300192317458F
91440000730486030B,广东电网有限责任公司,广东电网有限责任公司,CN202411954531.4,无人机电磁弹射系统的控制方法、装置及电子设备,2024,H02P23/14,广东电网有限责任公司; 广东电网有限责任公司惠州供电局,广东电网有限责任公司,广东电网有限责任公司; 广东电网有限责任公司惠州供电局,名称精确匹配,0.95,是,多申请人；名称匹配建议复核；主导申请人与当前权利人不一致,广东电网有限责任公司,91440000730486030B,发明申请,广州,H02P23/14; H02P23/00; H02P23/12; H02P21/18; H02P21/13; H02P21/00; H02P29/50; B64U70/70,0,无跨主体合作,是,91440000730486030B; 91441300617890883M
